,Date,User,Content,ReplyCount,RetweetCount,LikeCount,QuoteCount,TweetID,Sentiment
36,2022-04-12 02:12:46+00:00,PrimeVideo,Poll: who's the daddiest daddy?,545,70,1159,235,1513701629047963648,0.0
37,2022-04-11 23:13:56+00:00,PrimeVideo,Name one movie you’d watch for the rest of your life.,1773,147,1839,187,1513656626460311557,0.0
38,2022-04-11 22:00:00+00:00,PrimeVideo,Name a TV character whose podcast you would absolutely listen to.,676,40,502,204,1513638020875886599,0.0
39,2022-04-11 16:30:00+00:00,amazonfiretv,"If your pet were a movie character, who would they be? 🐾 #NationalPetDay

*Bonus points if you respond with a paw-some pic of your pet. 📸",3,2,9,0,1513554974147555332,0.5423
40,2022-04-11 15:13:41+00:00,PrimeVideo,Happy Monday. 🙂,26,22,278,4,1513535767330451462,0.7512
41,2022-04-10 18:00:28+00:00,PrimeVideo,Which iconic pop culture photo do you think could be the basis for a full-length feature film?,74,11,184,4,1513215350644490242,0.0
42,2022-04-09 21:51:25+00:00,alexa99,Playing “Dear Ben” on repeat 🗣️💍🎶 #Bennifer,17,82,350,9,1512911082997788674,0.2023
43,2022-04-08 21:24:37+00:00,PrimeVideo,Our favorite photos of Translucent on The Boys (a thread 🧵),27,57,1000,9,1512541952973152268,0.4588
44,2022-04-08 20:00:00+00:00,PrimeVideo,Which movie soundtrack do you play on repeat?,727,45,581,70,1512520655928889344,0.34
45,2022-04-08 16:44:20+00:00,alexa99,"Fill in the blank: What sounds good to eat right NOW? “Alexa, find ____ restaurants that deliver!”",19,5,33,1,1512471416800612356,0.4926
46,2022-04-08 15:00:00+00:00,amazon,RT if you shopped on Amazon today.,152,173,328,21,1512445160059281416,0.1779
47,2022-04-07 20:03:59+00:00,amazonfiretv,"The time has come to crown the CHAMPION for our 2022 #MovieMadness Bracket...
[Drum roll, please 🥁🥁🥁]",2,1,6,0,1512159271969980421,0.7865
48,2022-04-07 20:01:00+00:00,PrimeVideo,Which pet of a fictional character deserves their own spinoff series?,245,23,360,28,1512158519767834634,0.0
49,2022-04-05 19:01:00+00:00,PrimeVideo,Name a movie title that is also the name of your autobiography.,314,38,576,67,1511418644554690560,0.0
50,2022-04-05 18:00:00+00:00,amazon,"Is it just us, or do you always wave at every Amazon delivery driver you pass?",173,24,285,15,1511403294056407046,0.1779
51,2022-04-05 16:17:34+00:00,alexa99,Knock knock,263,61,580,28,1511377516648275970,0.0
52,2022-04-04 17:00:00+00:00,amazon,"Fast, free delivery is the way to our heart. 📦❤️",523,45,473,102,1511025806100811782,0.8176
53,2022-04-04 16:14:12+00:00,alexa99,"To relax, I'm learning needlepoint. I call it the ""interknit.""

☁️☁️☁️☁️☁️
☁️  HOME   ☁️
☁️ SWEET  ☁️
☁️  HOME   ☁️
☁️☁️☁️☁️☁️",15,11,59,3,1511014281201913856,0.7672
54,2022-04-04 03:39:34+00:00,amazonmusic,"Now that the show has wrapped, what was your favorite #GRAMMYs moment? 🤔",29,2,35,1,1510824371207630852,0.4588
55,2022-04-04 03:18:58+00:00,amazonmusic,Do ‘Before He Cheats’ next @carrieunderwood #GRAMMYs,1,1,17,1,1510819187752538114,0.0
56,2022-04-04 03:08:57+00:00,amazonmusic,"WOW. What a performance.

@travisbarker x @HERMusicx x @LennyKravitz 🔥🔥🔥 #GRAMMYs",1,3,35,0,1510816665943961603,-0.1697
